,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
4386,Digital,OverDrive,EBOOK,2018,1,1,"The Tao of Fertility: A Healing Chinese Medicine Program to Prepare Body, Mind, and Spirit for New Life",,Daoshing Ni,"Health & Fitness, Medical, Nonfiction",HarperCollins Publishers Inc.,2008
4387,Digital,Freegal,SONG,2018,1,1,Everybody's Fool,,Evanescence,,,
4393,Digital,Freegal,SONG,2018,1,1,High School Dance (Bonus Track),,Larry Williams,,,
4394,Digital,OverDrive,EBOOK,2018,1,1,"Indomitable: Chronicles of Promise Paen, Book 2",,W. C. Bauers,"Fiction, Science Fiction",Macmillan Publishers,2016
4397,Digital,Hoopla,MOVIE,2018,1,12,Brawl In Cell Block 99,,,Drama,RLJ Entertainment,
4399,Digital,Hoopla,TELEVISION,2018,1,1,American Revolution and the Economic Crisis,,,"Educational, History",The Great Courses,
4400,Digital,OverDrive,EBOOK,2018,1,4,Low Pressure,,Sandra Brown,"Fiction, Suspense, Thriller","Hachette Digital, Inc.",2013
4401,Digital,OverDrive,EBOOK,2018,1,3,"We, Robots: Staying Human in the Age of Big Data",,Curtis White,"Computer Technology, Nonfiction, Philosophy, Politics","Random House, Inc.",2015
4405,Digital,OverDrive,EBOOK,2018,1,1,"Against Wind and Tide: Letters and Journals, 1947-1986",,Anne Morrow Lindbergh,"Biography & Autobiography, Literary Criticism, Nonfiction","Random House, Inc.",2012
4412,Digital,OverDrive,VIDEO,2018,1,2,Misery Moo: Presented in American Sign Language,,Jeanne Willis,"Animation, Children's Video, Instructional",ITV plc,2017
4413,Digital,OverDrive,EBOOK,2018,1,4,"Let Them Eat Cake: Classic, Decadent Desserts with Vegan, Gluten-Free & Healthy Variations",,Gesine Bullock-Prado,"Cooking & Food, Nonfiction",ABRAMS,2015
4414,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Freak the Mighty: Max the Mighty Series, Book 1 (unabridged) (Unabridged)",,Rodman Philbrick,"Juvenile Fiction, Juvenile Literature",Books on Tape,2011
4417,Digital,OverDrive,AUDIOBOOK,2018,1,1,Bone by Bone (Unabridged),,Carol O'Connell,"Fiction, Mystery, Thriller","Listen & Live Audio, Inc.",2012
4419,Digital,OverDrive,EBOOK,2018,1,1,"The Unruly City: Paris, London and New York in the Age of Revolution",,Mike Rapport,"History, Nonfiction","Hachette Digital, Inc.",2017
4422,Digital,OverDrive,AUDIOBOOK,2018,1,2,Gai-Jin (Unabridged),,James Clavell,"Fiction, Literature",Books on Tape,2007
4423,Digital,OverDrive,EBOOK,2018,1,1,Brunch at Bobby's: 140 Recipes for the Best Part of the Weekend,,Bobby Flay,"Cooking & Food, Nonfiction","Random House, Inc.",2015
4425,Digital,OverDrive,EBOOK,2018,1,7,Midnight's Children,,Salman Rushdie,"Fiction, Literature","Random House, Inc.",2011
4432,Digital,OverDrive,AUDIOBOOK,2018,1,2,I Am The Word: A Guide to the Consciousness of Man's Self in a Transitioning Time (unabridged) (Unabridged),,Paul Selig,"Nonfiction, Self-Improvement",Gildan Media Corp,2014
4433,Digital,Freegal,SONG,2018,1,1,Keg in the Closet,,Kenny Chesney,,,
4438,Digital,OverDrive,AUDIOBOOK,2018,1,5,Stuart Little (Unabridged),,E. B. White,"Juvenile Fiction, Juvenile Literature",Books on Tape,2007
4440,Digital,Freegal,SONG,2018,1,2,Let's Dance: Single Version [Remastered],,David Bowie,,,
4442,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Overture To Death: Roderick Alleyn Series, Book 8 (unabridged) (Unabridged)",,Ngaio Marsh,"Fiction, Mystery, Suspense","Blackstone Audio, Inc.",2008
4443,Digital,Freegal,SONG,2018,1,1,Soulmate,,SKALAPPER,,,
4447,Digital,OverDrive,EBOOK,2018,1,1,"Forever, or a Long, Long Time",,Caela Carter,"Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2017
4453,Digital,Hoopla,TELEVISION,2018,1,2,The Moving Finger,,,"Crime, Mystery",MHz Networks,
4454,Digital,OverDrive,AUDIOBOOK,2018,1,9,"Legend: Legend Series, Book 1 (unabridged) (Unabridged)",,Marie Lu,"Science Fiction, Thriller, Young Adult Fiction",Books on Tape,2011
4457,Digital,Freegal,SONG,2018,1,1,Ruby,,"Coleman Hawkins,Neal Hefti and His Orchestra",,,
4460,Digital,Freegal,SONG,2018,1,1,For All We Know,,The Sonny Stitt Quartet,,,
4462,Digital,OverDrive,EBOOK,2018,1,4,Invisible Emmie,,Terri Libenson,"Comic and Graphic Books, Humor (Fiction), Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2017
4463,Digital,OverDrive,EBOOK,2018,1,1,Man on the Run,,Carl Weber,"Fiction, Literature","Hachette Digital, Inc.",2017
4465,Digital,Freegal,SONG,2018,1,2,Me and Bobby McGee,,Janis Joplin,,,
4466,Digital,OverDrive,EBOOK,2018,1,3,"If the Dead Rise Not: Bernard Gunther Series, Book 6",,Philip Kerr,"Fiction, Historical Fiction, Mystery","Penguin Group (USA), Inc.",2011
4471,Digital,OverDrive,EBOOK,2018,1,1,Until the End of Time: A Novel,,Danielle Steel,"Fiction, Literature, Romance","Random House, Inc.",2013
4472,Digital,OverDrive,EBOOK,2018,1,1,"Pearls of Lutra: Redwall Series, Book 9",,Brian Jacques,"Juvenile Fiction, Juvenile Literature","Penguin Group (USA), Inc.",2016
4474,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Three Lives of James Madison: Genius, Partisan, President (unabridged) (Unabridged)",,Noah Feldman,"Biography & Autobiography, History, Law, Nonfiction",Books on Tape,2017
4476,Digital,OverDrive,EBOOK,2018,1,6,We Are All Completely Fine,,Daryl Gregory,"Fantasy, Fiction, Horror",Lightning Source Inc,2014
4478,Digital,OverDrive,EBOOK,2018,1,6,Landmarks,,Robert Macfarlane,"History, Nonfiction",ePenguin,2016
4479,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Terror of the Southlands: The Very Nearly Honorable League of Pirates Series, Book 2 (unabridged) (Unabridged)",,Caroline Carlson,"Fantasy, Humor (Fiction), Juvenile Fiction",HarperCollins Publishers Inc.,2014
4483,Digital,OverDrive,AUDIOBOOK,2018,1,2,Meditations for Peace of Mind: Relax and Appreciate Your Uniqueness (unabridged) (Unabridged),,"Bernie S. Siegel, M.D.","Nonfiction, Self-Improvement",Hay House,2007
4484,Digital,Freegal,SONG,2018,1,1,Sometimes When We Touch,,Anita Meyer,,,
4487,Digital,OverDrive,EBOOK,2018,1,1,The Violet Hour: Great Writers at the End,,Katie Roiphe,"Biography & Autobiography, Literary Criticism, Nonfiction, Psychology","Random House, Inc.",2016
4488,Digital,OverDrive,EBOOK,2018,1,8,Alt-America: The Rise of the Radical Right in the Age of Trump,,David Neiwert,"Nonfiction, Politics, Sociology","Random House, Inc.",2017
4489,Digital,OverDrive,EBOOK,2018,1,6,On Living,,Kerry Egan,"New Age, Nonfiction, Religion & Spirituality","Penguin Group (USA), Inc.",2016
4498,Digital,OverDrive,AUDIOBOOK,2018,1,7,The Hobbit (Abridged),,J. R. R. Tolkien,"Fantasy, Juvenile Fiction",Random House Group Limited,2015
4499,Digital,OverDrive,EBOOK,2018,1,2,Kiss of Surrender,,Sandra Hill,"Fantasy, Fiction, Romance",HarperCollins Publishers Inc.,2013
4510,Digital,OverDrive,EBOOK,2018,1,1,"Snowflake Freezes Up: Grimmtastic Girls Series, Book 7",,Joan Holub,"Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)",2016
4514,Digital,Freegal,SONG,2018,1,1,"Minor Vamp (feat. Curtis Fuller, Jimmy Heath, Wynton Kelly & Sam Jones)",,"Blue Mitchell,Curtis Fuller,Jimmy Heath,Wynton Kelly,Sam Jones",,,
4515,Digital,OverDrive,AUDIOBOOK,2018,1,2,Will I Ever Be Free of You?: How to Navigate a High-Conflict Divorce from a Narcissist and Heal Your Family (unabridged) (Unabridged),,"Karyl McBride, PhD","Family & Relationships, Nonfiction, Psychology","Blackstone Audio, Inc.",2015
4516,Digital,OverDrive,AUDIOBOOK,2018,1,5,"The Wine-Dark Sea: Aubrey / Maturin Series, Book 16 (unabridged) (Unabridged)",,Patrick O'Brian,"Fiction, Historical Fiction","Blackstone Audio, Inc.",2008
4519,Digital,OverDrive,EBOOK,2018,1,2,"Whole Grains Every Day, Every Way",,Lorna Sass,"Cooking & Food, Nonfiction","Random House, Inc.",2013
4520,Digital,Freegal,SONG,2018,1,1,Yahweh (Acoustic),,Elevation Worship,,,
4522,Digital,OverDrive,EBOOK,2018,1,7,"Pretty Face: London Celebrities Series, Book 2",,Lucy Parker,"Fiction, Romance",Carina Press,2017
4523,Digital,OverDrive,EBOOK,2018,1,3,"The Final Dossier: Twin Peaks Series, Book 2",,Mark Frost,"Fiction, Literature, Thriller",Macmillan Publishers,2017
4525,Digital,OverDrive,EBOOK,2018,1,11,Age of Myth: Book One of The Legends of the First Empire,,Michael J. Sullivan,"Fantasy, Fiction, Historical Fiction, Thriller","Random House, Inc.",2016
4527,Digital,OverDrive,EBOOK,2018,1,1,Days of Wine and Roquefort,,Avery Aames,"Fiction, Mystery","Penguin Group (USA), Inc.",2014
4529,Digital,OverDrive,EBOOK,2018,1,1,"Sammy Keyes and the Curse of Moustache Mary: Sammy Keyes Series, Book 5",,Wendelin Van Draanen,"Humor (Fiction), Juvenile Fiction, Mystery","Random House, Inc.",2011
4533,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Immortal Who Loved Me: The Argeneau Family Series, Book 21 (unabridged) (Unabridged)",,Lynsay Sands,"Fantasy, Fiction, Romance",HarperCollins Publishers Inc.,2015
4536,Digital,OverDrive,EBOOK,2018,1,1,Twenty Big Trucks in the Middle of the Street,,Mark Lee,"Juvenile Fiction, Picture Book Fiction",Candlewick Press,2015
4538,Digital,OverDrive,EBOOK,2018,1,2,Home of the Brave,,Katherine Applegate,"Juvenile Fiction, Juvenile Literature",Macmillan Publishers,2014
4540,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Blackout: Newsflesh Series, Book 3 (unabridged) (Unabridged)",,Mira Grant,"Fiction, Science Fiction",Hachette Audio,2017
4543,Digital,Freegal,SONG,2018,1,1,I Want to Know What Love Is,,Ray Dylan,,,
4547,Digital,OverDrive,EBOOK,2018,1,1,Miss Malarkey Leaves No Reader Behind,,Kevin O'Malley,"Juvenile Fiction, Picture Book Fiction",Bloomsbury USA,2016
4548,Digital,OverDrive,EBOOK,2018,1,1,Out of Bounds: Seven Stories of Conflict and Hope,,Beverley Naidoo,"Historical Fiction, Short Stories, Young Adult Fiction",HarperCollins Publishers Inc.,2011
4551,Digital,OverDrive,EBOOK,2018,1,3,"Little Brother: Little Brother Series, Book 1",,Cory Doctorow,"Thriller, Young Adult Fiction",Macmillan Publishers,2015
4553,Digital,Freegal,SONG,2018,1,1,Exploding Chimney,,The Fall,,,
4554,Digital,OverDrive,AUDIOBOOK,2018,1,2,"That Hideous Strength: Cosmic Trilogy, Book 3 (unabridged) (Unabridged)",,C. S. Lewis,"Fantasy, Fiction, Science Fiction","Blackstone Audio, Inc.",2011
4555,Digital,OverDrive,EBOOK,2018,1,20,"The Scarred Woman: Department Q Series, Book 7",,Jussi Adler-Olsen,"Fiction, Mystery, Suspense, Thriller","Penguin Group (USA), Inc.",2017
4558,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Portrait of a Monster: Joran van der Sloot, a Murder in Peru, and the Natalee Holloway Mystery (unabridged) (Unabridged)",,Lisa Pulitzer,"Nonfiction, True Crime","Dreamscape Media, LLC",2011
4561,Digital,OverDrive,EBOOK,2018,1,2,"The Life and Opinions of Tristram Shandy, Gentleman",,Laurence Sterne,"Classic Literature, Fiction, Historical Fiction, Literature","Random House, Inc.",2012
4564,Digital,OverDrive,EBOOK,2018,1,3,The Great Pet Escape,,Victoria Jamieson,"Comic and Graphic Books, Juvenile Fiction",Macmillan Publishers,2016
4565,Digital,OverDrive,EBOOK,2018,1,2,"The Breach: Travis Chase Series, Book 1",,Patrick Lee,"Fiction, Thriller",HarperCollins Publishers Inc.,2010
4566,Digital,OverDrive,EBOOK,2018,1,1,"The Bourne Deception: Bourne Series, Book 7",,Robert Ludlum,"Fiction, Thriller","Hachette Digital, Inc.",2009
4567,Digital,OverDrive,AUDIOBOOK,2018,1,2,Who Killed These Girls?: Cold Case: The Yogurt Shop Murders (unabridged) (Unabridged),,Beverly Lowry,"History, Nonfiction, Sociology, True Crime",Books on Tape,2016
4571,Digital,OverDrive,EBOOK,2018,1,2,"The First Four Years: Little House Series, Book 9",,Laura Ingalls Wilder,"Classic Literature, Historical Fiction, Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2016
4572,Digital,OverDrive,AUDIOBOOK,2018,1,8,"The Voyage of the Dawn Treader: The Chronicles of Narnia, Book 5 (unabridged) (Unabridged)",,C. S. Lewis,"Fantasy, Juvenile Fiction",HarperCollins Publishers Inc.,2005
4576,Digital,OverDrive,EBOOK,2018,1,4,"A Catskill Eagle: Spenser Series, Book 12",,Robert B. Parker,"Fiction, Mystery, Thriller","Random House, Inc.",2011
4577,Digital,OverDrive,EBOOK,2018,1,1,Why Do Volcanoes Blow Their Tops?: Questions and Answers about Volcanoes and Earthquakes,,Melvin Berger,"Juvenile Nonfiction, Reference","Scholastic, Inc. (US)",2005
4578,Digital,OverDrive,EBOOK,2018,1,1,The Writing Diet: Write Yourself Right-Size,,Julia Cameron,"Health & Fitness, Nonfiction, Self-Improvement","Penguin Group (USA), Inc.",2008
4579,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Riven Kingdom: Godspeaker Trilogy, Book 2 (unabridged) (Unabridged)",,Karen Miller,"Fantasy, Fiction","Tantor Media, Inc",2013
4580,Digital,Freegal,SONG,2018,1,2,Loosen the Noose,,D.A.R.K.,,,
4583,Digital,OverDrive,AUDIOBOOK,2018,1,1,Celebrate America,,Twin Sisters Productions,"Juvenile Nonfiction, Music","Twin Sisters Productions, LLC",2005
4584,Digital,OverDrive,EBOOK,2018,1,1,"Bone Deep: Doc Ford Series, Book 21",,Randy Wayne White,"Fiction, Mystery, Thriller","Penguin Group (USA), Inc.",2014
4585,Digital,OverDrive,AUDIOBOOK,2018,1,14,Murder Games (Unabridged),,James Patterson,"Fiction, Thriller","Blackstone Audio, Inc.",2017
4590,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Bughouse: The Poetry, Politics, and Madness of Ezra Pound (unabridged) (Unabridged)",,Daniel Swift,"Biography & Autobiography, History, Nonfiction","Tantor Media, Inc",2018
4591,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Hunted: House of Night Series, Book 5 (unabridged) (Unabridged)",,P. C. Cast,"Fantasy, Young Adult Fiction, Young Adult Literature",Macmillan Audio,2009
4600,Digital,Hoopla,MUSIC,2018,1,2,"Swimmin' Pools, Movie Stars…",,,Country,Concord Sugar Hill,
4605,Digital,OverDrive,AUDIOBOOK,2018,1,1,VocabuLearn® Italian Complete (Unabridged),,"Penton Overseas, Inc.","Foreign Language Study, Foreign Language Study - Italian, Nonfiction","Penton Overseas, Inc.",2006
4613,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever (unabridged) (Unabridged)",,Pierre Dukan,"Health & Fitness, Nonfiction",Books on Tape,2011
4614,Digital,OverDrive,EBOOK,2018,1,4,"The Waking Fire: The Draconis Memoria Series, Book 1",,Anthony Ryan,"Fantasy, Fiction","Penguin Group (USA), Inc.",2016
4615,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Ask the Cards a Question: Sharon McCone Mystery Series, Book 2 (unabridged) (Unabridged)",,Marcia Muller,"Fiction, Mystery","Blackstone Audio, Inc.",2011
4616,Digital,OverDrive,EBOOK,2018,1,2,Program or be Programmed: Ten Commands for a Digital Age,,Douglas Rushkoff,"Computer Technology, Nonfiction",OR Books LLC,2012
4617,Digital,OverDrive,EBOOK,2018,1,2,Sibley's Birding Basics,,David Allen Sibley,"Nature, Nonfiction, Reference","Random House, Inc.",2010
4618,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Queen of Katwe: Story of Life, Chess, and One Extraordinary Girl's Dream of Becoming a Grandmaster (unabridged) (Unabridged)",,Tim Crothers,"Biography & Autobiography, Nonfiction","Recorded Books, LLC",2016
4619,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Princess in Black Series, Books 1-3: The Princess in Black; The Princess in Black and the Perfect Princess Party; The Princess in Black and the Hungry Bunny Horde (unabridged) (Unabridged)",,Shannon Hale,"Juvenile Fiction, Juvenile Literature",Books on Tape,2016
4620,Digital,OverDrive,EBOOK,2018,1,1,Victoria: Portrait of a Queen,,Catherine Reef,"Biography & Autobiography, Young Adult Nonfiction",Houghton Mifflin Harcourt Trade and Reference,2017
4621,Digital,OverDrive,EBOOK,2018,1,3,A Taxonomy of Love,,Rachael Allen,"Juvenile Fiction, Juvenile Literature",ABRAMS,2018
4622,Digital,OverDrive,EBOOK,2018,1,1,The Cement Garden,,Ian McEwan,"Fiction, Literature",RosettaBooks,2012
4624,Digital,OverDrive,EBOOK,2018,1,2,"Whisper to the Blood: Kate Shugak Series, Book 16",,Dana Stabenow,"Fiction, Mystery",Macmillan Publishers,2013
4625,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The True Meaning of Smekday: Smek Series, Book 1 (unabridged) (Unabridged)",,Adam Rex,"Humor (Fiction), Juvenile Fiction, Science Fiction",Books on Tape,2010
4626,Digital,OverDrive,EBOOK,2018,1,1,The Art of Being Brilliant: Transform Your Life by Doing What Works For You,,Andy Cope,"Business, Nonfiction","John Wiley & Sons, Inc.",2013
4634,Digital,OverDrive,EBOOK,2018,1,1,Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,,Deborah Blum,"Nonfiction, Science","Penguin Group (USA), Inc.",2010
4635,Digital,OverDrive,EBOOK,2018,1,2,Fantômes,,Raina Telgemeier,"Comic and Graphic Books, Humor (Fiction), Juvenile Fiction","Scholastic, Inc. (US)",2017
4638,Digital,OverDrive,EBOOK,2018,1,1,The Mulberry Tree,,Jude Deveraux,"Fiction, Literature, Romance","Simon & Schuster, Inc.",2014
4641,Digital,OverDrive,EBOOK,2018,1,1,The Gypsy Moth Summer: A Novel,,Julia Fierro,"Fiction, Literature",Macmillan Publishers,2017
4642,Digital,OverDrive,AUDIOBOOK,2018,1,5,"A More Perfect Union: J. P. Beaumont Series, Book 6 (unabridged) (Unabridged)",,J. A. Jance,"Fiction, Mystery",Books In Motion,2008
4644,Digital,OverDrive,EBOOK,2018,1,2,Merry Ex-Mas,,Sheila  Roberts,"Fiction, Romance","Harlequin Enterprises, Ltd.",2012
4648,Digital,OverDrive,AUDIOBOOK,2018,1,6,"Titan: The Life of John D. Rockefeller, Sr. (unabridged) (Unabridged)",,Ron Chernow,"Biography & Autobiography, Business, History, Nonfiction","Blackstone Audio, Inc.",2013
4651,Digital,Freegal,SONG,2018,1,1,Do the Math,,Less Than Jake,,,
4653,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Time Machine (Unabridged),,H. G. Wells,"Classic Literature, Fiction","Phoenix Books, Inc.",2008
4654,Digital,OverDrive,EBOOK,2018,1,1,"Six Geese A-Slaying: Meg Langslow Mystery Series, Book 10",,Donna Andrews,"Fiction, Humor (Fiction), Mystery",Macmillan Publishers,2013
4659,Digital,OverDrive,EBOOK,2018,1,1,"Cat Bearing Gifts: Joe Grey Series, Book 18",,Shirley Rousseau Murphy,"Fiction, Mystery",HarperCollins Publishers Inc.,2012
4660,Digital,OverDrive,EBOOK,2018,1,1,I Love Trader Joe's College Cookbook: 150 Cheap and Easy Gourmet Recipes,,Andrea Lynn,"Cooking & Food, Nonfiction",Lightning Source Inc,2011
4663,Digital,OverDrive,EBOOK,2018,1,1,Woods Runner,,Gary Paulsen,"Historical Fiction, Young Adult Fiction, Young Adult Literature","Random House, Inc.",2010
4665,Digital,OverDrive,EBOOK,2018,1,1,Islands of Destiny: The Solomons Campaign and the Eclipse of the Rising Sun,,John Prados,"History, Military, Nonfiction","Penguin Group (USA), Inc.",2013
4666,Digital,Freegal,SONG,2018,1,1,The Cello Song (Live),,The Piano Guys,,,
4668,Digital,OverDrive,EBOOK,2018,1,3,Dead Watch,,John Sandford,"Fiction, Thriller","Penguin Group (USA), Inc.",2011
4672,Digital,OverDrive,EBOOK,2018,1,5,Brain Maker: The Power of Gut Microbes to Heal and Protect Your Brain ¿ for Life,,David Perlmutter,"Health & Fitness, Nonfiction","Hachette Digital, Inc.",2015
4674,Digital,Hoopla,MOVIE,2018,1,3,The Contract,,,"Assassins, Crime, Drama, Indie, Suspense / Thriller",Millennium Entertainment,
4675,Digital,Freegal,SONG,2018,1,1,Bye Bye Birdie - Original Broadway Cast: An English Teacher,,Chita Rivera;Dick Van Dyke,,,
4676,Digital,OverDrive,EBOOK,2018,1,7,The Passenger,,Lisa Lutz,"Fiction, Literature, Suspense, Thriller","Simon & Schuster, Inc.",2016
4678,Digital,Hoopla,TELEVISION,2018,1,1,Along Came a Sister/Chore and Peace,,,Children's,Viacom,
4679,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Hanging in the Hotel: Fethering Mystery Series, Book 5 (unabridged) (Unabridged)",,Simon Brett,"Fiction, Mystery","Blackstone Audio, Inc.",2008
4681,Digital,Hoopla,MOVIE,2018,1,1,Antibodies,,,"Award Winners, Crime, Drama, German, Psychological Thrillers, Suspense / Thriller, World",MPI Media Group,
4683,Digital,OverDrive,EBOOK,2018,1,2,"One Summer Night: At the Shore Series, Book 1",,Caridad Pineiro,"Fiction, Romance",Sourcebooks,2017
4687,Digital,OverDrive,AUDIOBOOK,2018,1,8,The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (unabridged) (Unabridged),,John C. Bogle,"Business, Nonfiction",Macmillan Audio,2008
4689,Digital,OverDrive,EBOOK,2018,1,3,"Ask the Cards a Question: Sharon McCone Mystery Series, Book 2",,Marcia Muller,"Fiction, Mystery","Blackstone Audio, Inc.",2013
4693,Digital,OverDrive,EBOOK,2018,1,7,Off the Charts: The Hidden Lives and Lessons of American Child Prodigies,,Ann Hulbert,"Education, Nonfiction, Psychology, Sociology","Random House, Inc.",2018
4694,Digital,OverDrive,EBOOK,2018,1,1,You're Saying It Wrong: A Pronunciation Guide to the 150 Most Commonly Mispronounced Words—and TheirTangled Histories of Misuse,,Ross Petras,"Language Arts, Nonfiction, Sociology","Random House, Inc.",2016
4699,Digital,Freegal,SONG,2018,1,2,Rebellion (Lies),,Arcade Fire,,,
4701,Digital,OverDrive,EBOOK,2018,1,1,The Morels,,Christopher Hacker,"Fiction, Literature","Random House, Inc.",2013
4703,Digital,Freegal,SONG,2018,1,3,Felices los 4,,Maluma,,,
4705,Digital,OverDrive,EBOOK,2018,1,2,"Navigators of Dune: Great Schools of Dune Series, Book 3",,Brian Herbert,"Fiction, Science Fiction",Macmillan Publishers,2016
4712,Digital,OverDrive,EBOOK,2018,1,1,The Practical Distiller,,Samuel McHarry,"Cooking & Food, Nonfiction, Reference",Andrews UK Limited,2010
4713,Digital,OverDrive,AUDIOBOOK,2018,1,1,Tales from the Tardis: Volume 2 (unabridged) (Unabridged),,BBC Audiobooks,"Fiction, Science Fiction",Random House Group Limited,2010
4714,Digital,OverDrive,AUDIOBOOK,2018,1,7,Savage Country: A Novel (unabridged) (Unabridged),,Robert Olmstead,"Fiction, Historical Fiction, Western",HighBridge Company,2017
4716,Digital,OverDrive,EBOOK,2018,1,1,And Man Created God: A History of the World at the Time of Jesus,,Selina O'Grady,"History, Nonfiction, Religion & Spirituality",Macmillan Publishers,2014
4720,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Tale of Peter Rabbit (Unabridged),,Beatrix Potter,"Classic Literature, Fantasy, Juvenile Fiction",Interactive Media,2013
4721,Digital,OverDrive,EBOOK,2018,1,2,"In Your Corner: Redemption Series, Book 2",,Sarah Castille,"Erotic Literature, Fiction, Romance",Sourcebooks,2014
4722,Digital,OverDrive,EBOOK,2018,1,2,The Three Stigmata of Palmer Eldritch,,Philip K. Dick,"Fiction, Science Fiction",Houghton Mifflin Harcourt Trade and Reference,2017
4724,Digital,OverDrive,EBOOK,2018,1,1,The Right Time,,Lane Hayes,"Fiction, Literature, Romance",Dreamspinner Press,2015
4728,Digital,OverDrive,EBOOK,2018,1,1,"Compelling Evidence: Paul Madriani Series, Book 1",,Steve Martini,"Fiction, Thriller","Penguin Group (USA), Inc.",2013
4731,Digital,OverDrive,EBOOK,2018,1,1,Cagney,,John McCabe,"Biography & Autobiography, Nonfiction, Performing Arts","Random House, Inc.",2013
4736,Digital,OverDrive,EBOOK,2018,1,1,"The Highwayman: Saga of the First King, Book 1",,R. A. Salvatore,"Fantasy, Fiction",Macmillan Publishers,2013
4738,Digital,Freegal,SONG,2018,1,1,Winter Wonderland,,Chris Botti,,,
4740,Digital,OverDrive,AUDIOBOOK,2018,1,1,"At the Earth's Core: Pellucidar Series, Book 1 (unabridged) (Unabridged)",,Edgar Rice Burroughs,"Classic Literature, Fantasy, Fiction, Science Fiction","Tantor Media, Inc",2009
4741,Digital,OverDrive,EBOOK,2018,1,1,Reign of Madness,,Lynn Cullen,"Fiction, Historical Fiction","Penguin Group (USA), Inc.",2011
4744,Digital,Hoopla,TELEVISION,2018,1,9,The Snack Thief,,,"Drama, Mystery",MHz Networks,
4749,Digital,OverDrive,EBOOK,2018,1,1,Trucks,,Clive Gifford,"Juvenile Nonfiction, Transportation",Crabtree Publishing,2012
4754,Digital,OverDrive,EBOOK,2018,1,1,McGraw-Hill's Conquering LSAT Logic Games,,Curvebreakers,"Nonfiction, Study Aids & Workbooks",McGraw-Hill Professional,2010
4757,Digital,OverDrive,EBOOK,2018,1,7,The Stolen Marriage: A Novel,,Diane Chamberlain,"Fiction, Historical Fiction, Literature, Mystery",Macmillan Publishers,2017
4759,Digital,OverDrive,EBOOK,2018,1,2,"The Desperate Game: Guinevere Jones Series, Book 1",,Jayne Castle,"Fiction, Mystery","Penguin Group (USA), Inc.",2014
4762,Digital,Freegal,SONG,2018,1,1,Pearls,,Sade,,,
4763,Digital,Hoopla,MUSIC,2018,1,1,The Studio Albums 1989-2007,,,Rock,Rhino Atlantic,
4764,Digital,OverDrive,EBOOK,2018,1,3,"The Monogram Murders: New Hercule Poirot Mystery Series, Book 1",,Sophie Hannah,"Fiction, Historical Fiction, Mystery, Thriller",HarperCollins Publishers Inc.,2014
4765,Digital,OverDrive,AUDIOBOOK,2018,1,6,"Dark Saturday: Frieda Klein Series, Book 6 (unabridged) (Unabridged)",,Nicci French,"Fiction, Mystery, Thriller",HarperCollins Publishers Inc.,2017
4766,Digital,Hoopla,COMIC,2018,1,1,Inhuman Vol. 1: Genesis,,,"Action & Adventure, Media Tie-In, Sci-Fi, Superhero, Teen",Marvel Entertainment,
4769,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Railwayman's Wife: A Novel (unabridged) (Unabridged),,Ashley Hay,"Fiction, Historical Fiction, Literature",Simon & Schuster - All Library,2016
4770,Digital,OverDrive,AUDIOBOOK,2018,1,14,"Haunted: Michael Bennett Series, Book 10 (unabridged) (Unabridged)",,James Patterson,"Fiction, Thriller","Blackstone Audio, Inc.",2017
4772,Digital,OverDrive,EBOOK,2018,1,2,Black Stats: African Americans by the Numbers in the Twenty-first Century,,Monique Morris,"Nonfiction, Sociology",Lightning Source Inc,2017
4773,Digital,OverDrive,AUDIOBOOK,2018,1,24,Rules of Civility: A Novel (unabridged) (Unabridged),,Amor Towles,"Fiction, Literature",Books on Tape,2017
